cycle,session_index,session_id,start_utc,end_utc,start_epoch,end_epoch,offered_packets,sent_packets,failed_packets,returncode,accounting_ok,tcpreplay_duration_s,suricata_alerts,rf_reference_positive,provenance_tier,source_timestamp_correlated,min_alert_rf_delta_s,incident_key
46,4,E1_TEST_SCAN_02,2026-09-21T23:22:37.255274Z,2026-09-21T23:22:37.911910Z,1790032957.255274,1790032957.911910,1715,1715,0,0,1,0.558676,0,837,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_SCAN_02
46,5,E1_TEST_SCAN_03,2026-09-21T23:22:38.415890Z,2026-09-21T23:22:40.021959Z,1790032958.415890,1790032960.021959,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_SCAN_03
46,6,E1_TEST_BRUTE_01,2026-09-21T23:22:40.525308Z,2026-09-21T23:22:51.816824Z,1790032960.525308,1790032971.816824,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_BRUTE_01
46,7,E1_TEST_BRUTE_02,2026-09-21T23:22:52.317988Z,2026-09-21T23:23:03.471873Z,1790032972.317988,1790032983.471873,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_BRUTE_02
46,8,E1_TEST_BRUTE_03,2026-09-21T23:23:03.974088Z,2026-09-21T23:23:15.160873Z,1790032983.974088,1790032995.160873,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_BRUTE_03
46,9,E1_TEST_DOS_01,2026-09-21T23:23:15.662948Z,2026-09-21T23:23:52.642612Z,1790032995.662948,1790033032.642612,2659023,2659023,0,0,1,36.89,8640,65537,HYBRID_CORRELATED,1,25.287052,E7:046:E1_TEST_DOS_01
46,10,E1_TEST_DOS_02,2026-09-21T23:23:58.800367Z,2026-09-21T23:24:35.792960Z,1790033038.800367,1790033075.792960,2648088,2648088,0,0,1,36.89,60710,65537,HYBRID_CORRELATED,1,0.0,E7:046:E1_TEST_DOS_02
46,11,E1_TEST_DOS_03,2026-09-21T23:24:53.234073Z,2026-09-21T23:25:30.036023Z,1790033093.234073,1790033130.036023,2600786,2600786,0,0,1,36.73,95806,65537,HYBRID_CORRELATED,1,0.0,E7:046:E1_TEST_DOS_03
46,12,E1_TEST_EXPLOIT_01,2026-09-21T23:25:55.008305Z,2026-09-21T23:26:09.112987Z,1790033155.008305,1790033169.112987,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_EXPLOIT_01
46,13,E1_TEST_EXPLOIT_02,2026-09-21T23:26:09.696184Z,2026-09-21T23:26:19.248501Z,1790033169.696184,1790033179.248501,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_EXPLOIT_02
46,14,E1_TEST_EXPLOIT_03,2026-09-21T23:26:19.819665Z,2026-09-21T23:38:33.585965Z,1790033179.819665,1790033913.585965,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:046:E1_TEST_EXPLOIT_03
47,0,E1_TEST_NORMAL_01,2026-09-21T23:38:34.547812Z,2026-09-21T23:39:04.232920Z,1790033914.547812,1790033944.232920,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_NORMAL_01
47,1,E1_TEST_NORMAL_02,2026-09-21T23:39:04.734708Z,2026-09-21T23:39:34.482905Z,1790033944.734708,1790033974.482905,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_NORMAL_02
47,2,E1_TEST_NORMAL_03,2026-09-21T23:39:34.984704Z,2026-09-21T23:40:04.987909Z,1790033974.984704,1790034004.987909,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_NORMAL_03
47,3,E1_TEST_SCAN_01,2026-09-21T23:40:05.489757Z,2026-09-21T23:40:06.196007Z,1790034005.489757,1790034006.196007,1729,1729,0,0,1,0.62488,0,845,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_SCAN_01
47,4,E1_TEST_SCAN_02,2026-09-21T23:40:06.699390Z,2026-09-21T23:40:07.341012Z,1790034006.699390,1790034007.341012,1715,1715,0,0,1,0.558806,0,837,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_SCAN_02
47,5,E1_TEST_SCAN_03,2026-09-21T23:40:07.846094Z,2026-09-21T23:40:09.478038Z,1790034007.846094,1790034009.478038,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_SCAN_03
47,6,E1_TEST_BRUTE_01,2026-09-21T23:40:09.981486Z,2026-09-21T23:40:21.263860Z,1790034009.981486,1790034021.263860,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_BRUTE_01
47,7,E1_TEST_BRUTE_02,2026-09-21T23:40:21.765895Z,2026-09-21T23:40:32.915892Z,1790034021.765895,1790034032.915892,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_BRUTE_02
47,8,E1_TEST_BRUTE_03,2026-09-21T23:40:33.417180Z,2026-09-21T23:40:44.603900Z,1790034033.417180,1790034044.603900,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_BRUTE_03
47,9,E1_TEST_DOS_01,2026-09-21T23:40:45.105090Z,2026-09-21T23:41:22.182879Z,1790034045.105090,1790034082.182879,2659023,2659023,0,0,1,37.01,8640,65537,HYBRID_CORRELATED,1,25.354363,E7:047:E1_TEST_DOS_01
47,10,E1_TEST_DOS_02,2026-09-21T23:41:28.443484Z,2026-09-21T23:42:05.465181Z,1790034088.443484,1790034125.465181,2648088,2648088,0,0,1,36.93,60710,65537,HYBRID_CORRELATED,1,0.0,E7:047:E1_TEST_DOS_02
47,11,E1_TEST_DOS_03,2026-09-21T23:42:23.117520Z,2026-09-21T23:43:00.093325Z,1790034143.117520,1790034180.093325,2600786,2600786,0,0,1,36.91,95806,65537,HYBRID_CORRELATED,1,0.0,E7:047:E1_TEST_DOS_03
47,12,E1_TEST_EXPLOIT_01,2026-09-21T23:43:25.144423Z,2026-09-21T23:43:39.264635Z,1790034205.144423,1790034219.264635,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_EXPLOIT_01
47,13,E1_TEST_EXPLOIT_02,2026-09-21T23:43:39.845525Z,2026-09-21T23:43:49.380095Z,1790034219.845525,1790034229.380095,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_EXPLOIT_02
47,14,E1_TEST_EXPLOIT_03,2026-09-21T23:43:49.950774Z,2026-09-21T23:56:03.732850Z,1790034229.950774,1790034963.732850,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:047:E1_TEST_EXPLOIT_03
48,0,E1_TEST_NORMAL_01,2026-09-21T23:56:04.680746Z,2026-09-21T23:56:34.367847Z,1790034964.680746,1790034994.367847,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_NORMAL_01
48,1,E1_TEST_NORMAL_02,2026-09-21T23:56:34.869619Z,2026-09-21T23:57:04.632812Z,1790034994.869619,1790035024.632812,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_NORMAL_02
48,2,E1_TEST_NORMAL_03,2026-09-21T23:57:05.134552Z,2026-09-21T23:57:35.149039Z,1790035025.134552,1790035055.149039,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_NORMAL_03
48,3,E1_TEST_SCAN_01,2026-09-21T23:57:35.650935Z,2026-09-21T23:57:36.342978Z,1790035055.650935,1790035056.342978,1729,1729,0,0,1,0.625215,0,845,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_SCAN_01
48,4,E1_TEST_SCAN_02,2026-09-21T23:57:36.846214Z,2026-09-21T23:57:37.486939Z,1790035056.846214,1790035057.486939,1715,1715,0,0,1,0.559338,0,837,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_SCAN_02
48,5,E1_TEST_SCAN_03,2026-09-21T23:57:37.990222Z,2026-09-21T23:57:39.624025Z,1790035057.990222,1790035059.624025,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_SCAN_03
48,6,E1_TEST_BRUTE_01,2026-09-21T23:57:40.127275Z,2026-09-21T23:57:51.411055Z,1790035060.127275,1790035071.411055,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_BRUTE_01
48,7,E1_TEST_BRUTE_02,2026-09-21T23:57:51.913162Z,2026-09-21T23:58:03.064880Z,1790035071.913162,1790035083.064880,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_BRUTE_02
48,8,E1_TEST_BRUTE_03,2026-09-21T23:58:03.566873Z,2026-09-21T23:58:14.760899Z,1790035083.566873,1790035094.760899,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_BRUTE_03
48,9,E1_TEST_DOS_01,2026-09-21T23:58:15.263091Z,2026-09-21T23:58:52.261301Z,1790035095.263091,1790035132.261301,2659023,2659023,0,0,1,36.9,8640,65537,HYBRID_CORRELATED,1,25.325941,E7:048:E1_TEST_DOS_01
48,10,E1_TEST_DOS_02,2026-09-21T23:58:58.502085Z,2026-09-21T23:59:35.467580Z,1790035138.502085,1790035175.467580,2648088,2648088,0,0,1,36.86,60710,65537,HYBRID_CORRELATED,1,2e-06,E7:048:E1_TEST_DOS_02
48,11,E1_TEST_DOS_03,2026-09-21T23:59:53.074917Z,2026-09-22T00:00:29.837763Z,1790035193.074917,1790035229.837763,2600786,2600786,0,0,1,36.67,95806,65537,HYBRID_CORRELATED,1,0.0,E7:048:E1_TEST_DOS_03
48,12,E1_TEST_EXPLOIT_01,2026-09-22T00:00:54.734845Z,2026-09-22T00:01:08.817105Z,1790035254.734845,1790035268.817105,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_EXPLOIT_01
48,13,E1_TEST_EXPLOIT_02,2026-09-22T00:01:09.399181Z,2026-09-22T00:01:18.935066Z,1790035269.399181,1790035278.935066,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_EXPLOIT_02
48,14,E1_TEST_EXPLOIT_03,2026-09-22T00:01:19.505847Z,2026-09-22T00:13:33.304878Z,1790035279.505847,1790036013.304878,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:048:E1_TEST_EXPLOIT_03
49,0,E1_TEST_NORMAL_01,2026-09-22T00:13:34.263183Z,2026-09-22T00:14:03.970883Z,1790036014.263183,1790036043.970883,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_NORMAL_01
49,1,E1_TEST_NORMAL_02,2026-09-22T00:14:04.473412Z,2026-09-22T00:14:34.236891Z,1790036044.473412,1790036074.236891,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_NORMAL_02
49,2,E1_TEST_NORMAL_03,2026-09-22T00:14:34.738707Z,2026-09-22T00:15:04.760827Z,1790036074.738707,1790036104.760827,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_NORMAL_03
49,3,E1_TEST_SCAN_01,2026-09-22T00:15:05.263660Z,2026-09-22T00:15:05.948927Z,1790036105.263660,1790036105.948927,1729,1729,0,0,1,0.625147,0,845,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_SCAN_01
49,4,E1_TEST_SCAN_02,2026-09-22T00:15:06.452276Z,2026-09-22T00:15:07.061895Z,1790036106.452276,1790036107.061895,1715,1715,0,0,1,0.558926,0,837,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_SCAN_02
49,5,E1_TEST_SCAN_03,2026-09-22T00:15:07.566016Z,2026-09-22T00:15:09.178925Z,1790036107.566016,1790036109.178925,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_SCAN_03
49,6,E1_TEST_BRUTE_01,2026-09-22T00:15:09.683889Z,2026-09-22T00:15:20.972954Z,1790036109.683889,1790036120.972954,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_BRUTE_01
49,7,E1_TEST_BRUTE_02,2026-09-22T00:15:21.474228Z,2026-09-22T00:15:32.643934Z,1790036121.474228,1790036132.643934,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_BRUTE_02
49,8,E1_TEST_BRUTE_03,2026-09-22T00:15:33.146071Z,2026-09-22T00:15:44.331972Z,1790036133.146071,1790036144.331972,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_BRUTE_03
49,9,E1_TEST_DOS_01,2026-09-22T00:15:44.833256Z,2026-09-22T00:16:21.884278Z,1790036144.833256,1790036181.884278,2659023,2659023,0,0,1,36.96,8640,65537,HYBRID_CORRELATED,1,25.253443,E7:049:E1_TEST_DOS_01
49,10,E1_TEST_DOS_02,2026-09-22T00:16:28.281130Z,2026-09-22T00:17:05.200072Z,1790036188.281130,1790036225.200072,2648088,2648088,0,0,1,36.83,60710,65537,HYBRID_CORRELATED,1,0.0,E7:049:E1_TEST_DOS_02
49,11,E1_TEST_DOS_03,2026-09-22T00:17:22.675308Z,2026-09-22T00:17:59.577250Z,1790036242.675308,1790036279.577250,2600786,2600786,0,0,1,36.8,95830,65537,HYBRID_CORRELATED,1,0.0,E7:049:E1_TEST_DOS_03
49,12,E1_TEST_EXPLOIT_01,2026-09-22T00:18:24.479352Z,2026-09-22T00:18:38.572010Z,1790036304.479352,1790036318.572010,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_EXPLOIT_01
49,13,E1_TEST_EXPLOIT_02,2026-09-22T00:18:39.152038Z,2026-09-22T00:18:48.686019Z,1790036319.152038,1790036328.686019,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_EXPLOIT_02
49,14,E1_TEST_EXPLOIT_03,2026-09-22T00:18:49.254174Z,2026-09-22T00:31:03.050899Z,1790036329.254174,1790037063.050899,71525,71523,2,0,1,733.71,0,21,RF_ONLY_REVIEW,0,,E7:049:E1_TEST_EXPLOIT_03
50,0,E1_TEST_NORMAL_01,2026-09-22T00:31:04.000720Z,2026-09-22T00:31:33.686861Z,1790037064.000720,1790037093.686861,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_NORMAL_01
50,1,E1_TEST_NORMAL_02,2026-09-22T00:31:34.189884Z,2026-09-22T00:32:03.940846Z,1790037094.189884,1790037123.940846,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_NORMAL_02
50,2,E1_TEST_NORMAL_03,2026-09-22T00:32:04.442533Z,2026-09-22T00:32:34.455835Z,1790037124.442533,1790037154.455835,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_NORMAL_03
50,3,E1_TEST_SCAN_01,2026-09-22T00:32:34.957663Z,2026-09-22T00:32:35.658887Z,1790037154.957663,1790037155.658887,1729,1729,0,0,1,0.624709,0,845,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_SCAN_01
50,4,E1_TEST_SCAN_02,2026-09-22T00:32:36.162169Z,2026-09-22T00:32:36.810861Z,1790037156.162169,1790037156.810861,1715,1715,0,0,1,0.559283,0,837,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_SCAN_02
50,5,E1_TEST_SCAN_03,2026-09-22T00:32:37.316733Z,2026-09-22T00:32:38.972999Z,1790037157.316733,1790037158.972999,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_SCAN_03
50,6,E1_TEST_BRUTE_01,2026-09-22T00:32:39.476443Z,2026-09-22T00:32:50.781936Z,1790037159.476443,1790037170.781936,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_BRUTE_01
50,7,E1_TEST_BRUTE_02,2026-09-22T00:32:51.283935Z,2026-09-22T00:33:02.440915Z,1790037171.283935,1790037182.440915,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_BRUTE_02
50,8,E1_TEST_BRUTE_03,2026-09-22T00:33:02.943093Z,2026-09-22T00:33:14.116951Z,1790037182.943093,1790037194.116951,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_BRUTE_03
50,9,E1_TEST_DOS_01,2026-09-22T00:33:14.619012Z,2026-09-22T00:33:51.600829Z,1790037194.619012,1790037231.600829,2659023,2659023,0,0,1,36.91,8760,65537,HYBRID_CORRELATED,1,9.580266,E7:050:E1_TEST_DOS_01
50,10,E1_TEST_DOS_02,2026-09-22T00:33:57.843456Z,2026-09-22T00:34:34.877688Z,1790037237.843456,1790037274.877688,2648088,2648088,0,0,1,36.93,60878,65537,HYBRID_CORRELATED,1,1e-06,E7:050:E1_TEST_DOS_02
50,11,E1_TEST_DOS_03,2026-09-22T00:34:52.430857Z,2026-09-22T00:35:29.246031Z,1790037292.430857,1790037329.246031,2600786,2600786,0,0,1,36.73,95970,65537,HYBRID_CORRELATED,1,0.0,E7:050:E1_TEST_DOS_03
50,12,E1_TEST_EXPLOIT_01,2026-09-22T00:35:54.238609Z,2026-09-22T00:36:08.346154Z,1790037354.238609,1790037368.346154,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_EXPLOIT_01
50,13,E1_TEST_EXPLOIT_02,2026-09-22T00:36:08.927072Z,2026-09-22T00:36:18.463993Z,1790037368.927072,1790037378.463993,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_EXPLOIT_02
50,14,E1_TEST_EXPLOIT_03,2026-09-22T00:36:19.034088Z,2026-09-22T00:48:32.815858Z,1790037379.034088,1790038112.815858,71525,71523,2,0,1,733.71,0,21,RF_ONLY_REVIEW,0,,E7:050:E1_TEST_EXPLOIT_03
51,0,E1_TEST_NORMAL_01,2026-09-22T00:48:33.762853Z,2026-09-22T00:49:03.449916Z,1790038113.762853,1790038143.449916,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_NORMAL_01
51,1,E1_TEST_NORMAL_02,2026-09-22T00:49:03.951681Z,2026-09-22T00:49:33.691880Z,1790038143.951681,1790038173.691880,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_NORMAL_02
51,2,E1_TEST_NORMAL_03,2026-09-22T00:49:34.193660Z,2026-09-22T00:50:04.209899Z,1790038174.193660,1790038204.209899,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_NORMAL_03
51,3,E1_TEST_SCAN_01,2026-09-22T00:50:04.713072Z,2026-09-22T00:50:05.411931Z,1790038204.713072,1790038205.411931,1729,1729,0,0,1,0.624597,0,845,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_SCAN_01
51,4,E1_TEST_SCAN_02,2026-09-22T00:50:05.915186Z,2026-09-22T00:50:06.538884Z,1790038205.915186,1790038206.538884,1715,1715,0,0,1,0.558859,0,837,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_SCAN_02
51,5,E1_TEST_SCAN_03,2026-09-22T00:50:07.042243Z,2026-09-22T00:50:08.651832Z,1790038207.042243,1790038208.651832,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_SCAN_03
51,6,E1_TEST_BRUTE_01,2026-09-22T00:50:09.155173Z,2026-09-22T00:50:20.449871Z,1790038209.155173,1790038220.449871,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_BRUTE_01
51,7,E1_TEST_BRUTE_02,2026-09-22T00:50:20.951944Z,2026-09-22T00:50:32.101898Z,1790038220.951944,1790038232.101898,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_BRUTE_02
51,8,E1_TEST_BRUTE_03,2026-09-22T00:50:32.603193Z,2026-09-22T00:50:43.800806Z,1790038232.603193,1790038243.800806,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_BRUTE_03
51,9,E1_TEST_DOS_01,2026-09-22T00:50:44.302921Z,2026-09-22T00:51:21.238784Z,1790038244.302921,1790038281.238784,2659023,2659023,0,0,1,36.84,8640,65537,HYBRID_CORRELATED,1,25.23528,E7:051:E1_TEST_DOS_01
51,10,E1_TEST_DOS_02,2026-09-22T00:51:27.489914Z,2026-09-22T00:52:04.551671Z,1790038287.489914,1790038324.551671,2648088,2648088,0,0,1,36.95,60710,65537,HYBRID_CORRELATED,1,0.0,E7:051:E1_TEST_DOS_02
51,11,E1_TEST_DOS_03,2026-09-22T00:52:22.007120Z,2026-09-22T00:52:58.689159Z,1790038342.007120,1790038378.689159,2600786,2600786,0,0,1,36.59,95806,65537,HYBRID_CORRELATED,1,0.0,E7:051:E1_TEST_DOS_03
51,12,E1_TEST_EXPLOIT_01,2026-09-22T00:53:23.537493Z,2026-09-22T00:53:37.644039Z,1790038403.537493,1790038417.644039,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_EXPLOIT_01
51,13,E1_TEST_EXPLOIT_02,2026-09-22T00:53:38.226073Z,2026-09-22T00:53:47.779095Z,1790038418.226073,1790038427.779095,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_EXPLOIT_02
51,14,E1_TEST_EXPLOIT_03,2026-09-22T00:53:48.348887Z,2026-09-22T01:06:02.146852Z,1790038428.348887,1790039162.146852,71525,71523,2,0,1,733.71,0,21,RF_ONLY_REVIEW,0,,E7:051:E1_TEST_EXPLOIT_03
52,0,E1_TEST_NORMAL_01,2026-09-22T01:06:03.095728Z,2026-09-22T01:06:32.812935Z,1790039163.095728,1790039192.812935,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_NORMAL_01
52,1,E1_TEST_NORMAL_02,2026-09-22T01:06:33.314748Z,2026-09-22T01:07:03.071907Z,1790039193.314748,1790039223.071907,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_NORMAL_02
52,2,E1_TEST_NORMAL_03,2026-09-22T01:07:03.573725Z,2026-09-22T01:07:33.570867Z,1790039223.573725,1790039253.570867,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_NORMAL_03
52,3,E1_TEST_SCAN_01,2026-09-22T01:07:34.072753Z,2026-09-22T01:07:34.798913Z,1790039254.072753,1790039254.798913,1729,1729,0,0,1,0.62495,0,845,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_SCAN_01
52,4,E1_TEST_SCAN_02,2026-09-22T01:07:35.302361Z,2026-09-22T01:07:35.954944Z,1790039255.302361,1790039255.954944,1715,1715,0,0,1,0.558832,0,837,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_SCAN_02
52,5,E1_TEST_SCAN_03,2026-09-22T01:07:36.458311Z,2026-09-22T01:07:38.097853Z,1790039256.458311,1790039258.097853,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_SCAN_03
52,6,E1_TEST_BRUTE_01,2026-09-22T01:07:38.601317Z,2026-09-22T01:07:49.904845Z,1790039258.601317,1790039269.904845,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_BRUTE_01
52,7,E1_TEST_BRUTE_02,2026-09-22T01:07:50.407085Z,2026-09-22T01:08:01.560888Z,1790039270.407085,1790039281.560888,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_BRUTE_02
52,8,E1_TEST_BRUTE_03,2026-09-22T01:08:02.062613Z,2026-09-22T01:08:13.254916Z,1790039282.062613,1790039293.254916,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_BRUTE_03
52,9,E1_TEST_DOS_01,2026-09-22T01:08:13.756161Z,2026-09-22T01:08:50.850847Z,1790039293.756161,1790039330.850847,2659023,2659023,0,0,1,37.0,8640,65537,HYBRID_CORRELATED,1,25.3908,E7:052:E1_TEST_DOS_01
52,10,E1_TEST_DOS_02,2026-09-22T01:08:57.100961Z,2026-09-22T01:09:34.090794Z,1790039337.100961,1790039374.090794,2648088,2648088,0,0,1,36.9,60710,65537,HYBRID_CORRELATED,1,1e-06,E7:052:E1_TEST_DOS_02
52,11,E1_TEST_DOS_03,2026-09-22T01:09:51.563102Z,2026-09-22T01:10:28.433567Z,1790039391.563102,1790039428.433567,2600786,2600786,0,0,1,36.78,95806,65537,HYBRID_CORRELATED,1,0.0,E7:052:E1_TEST_DOS_03
52,12,E1_TEST_EXPLOIT_01,2026-09-22T01:10:53.335330Z,2026-09-22T01:11:07.448043Z,1790039453.335330,1790039467.448043,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_EXPLOIT_01
52,13,E1_TEST_EXPLOIT_02,2026-09-22T01:11:08.032748Z,2026-09-22T01:11:17.584045Z,1790039468.032748,1790039477.584045,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_EXPLOIT_02
52,14,E1_TEST_EXPLOIT_03,2026-09-22T01:11:18.153675Z,2026-09-22T01:23:31.942853Z,1790039478.153675,1790040211.942853,71525,71523,2,0,1,733.71,0,21,RF_ONLY_REVIEW,0,,E7:052:E1_TEST_EXPLOIT_03
53,0,E1_TEST_NORMAL_01,2026-09-22T01:23:32.890539Z,2026-09-22T01:24:02.583857Z,1790040212.890539,1790040242.583857,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:053:E1_TEST_NORMAL_01
53,1,E1_TEST_NORMAL_02,2026-09-22T01:24:03.085620Z,2026-09-22T01:24:32.849905Z,1790040243.085620,1790040272.849905,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:053:E1_TEST_NORMAL_02
53,2,E1_TEST_NORMAL_03,2026-09-22T01:24:33.351648Z,2026-09-22T01:25:03.358927Z,1790040273.351648,1790040303.358927,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:053:E1_TEST_NORMAL_03
53,3,E1_TEST_SCAN_01,2026-09-22T01:25:03.860766Z,2026-09-22T01:25:04.564920Z,1790040303.860766,1790040304.564920,1729,1729,0,0,1,0.62471,0,845,RF_ONLY_REVIEW,0,,E7:053:E1_TEST_SCAN_01
53,4,E1_TEST_SCAN_02,2026-09-22T01:25:05.068153Z,2026-09-22T01:25:05.706928Z,1790040305.068153,1790040305.706928,1715,1715,0,0,1,0.558694,0,837,RF_ONLY_REVIEW,0,,E7:053:E1_TEST_SCAN_02
53,5,E1_TEST_SCAN_03,2026-09-22T01:25:06.210111Z,2026-09-22T01:25:07.828896Z,1790040306.210111,1790040307.828896,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:053:E1_TEST_SCAN_03
53,6,E1_TEST_BRUTE_01,2026-09-22T01:25:08.332232Z,2026-09-22T01:25:19.627900Z,1790040308.332232,1790040319.627900,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:053:E1_TEST_BRUTE_01
