cycle,session_index,session_id,start_utc,end_utc,start_epoch,end_epoch,offered_packets,sent_packets,failed_packets,returncode,accounting_ok,tcpreplay_duration_s,suricata_alerts,rf_reference_positive,provenance_tier,source_timestamp_correlated,min_alert_rf_delta_s,incident_key
25,2,E1_TEST_NORMAL_03,2026-09-21T17:14:33.612986Z,2026-09-21T17:15:03.621110Z,1790010873.612986,1790010903.621110,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_NORMAL_03
25,3,E1_TEST_SCAN_01,2026-09-21T17:15:04.123061Z,2026-09-21T17:15:04.839878Z,1790010904.123061,1790010904.839878,1729,1729,0,0,1,0.625064,0,845,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_SCAN_01
25,4,E1_TEST_SCAN_02,2026-09-21T17:15:05.343359Z,2026-09-21T17:15:05.973924Z,1790010905.343359,1790010905.973924,1715,1715,0,0,1,0.559157,0,837,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_SCAN_02
25,5,E1_TEST_SCAN_03,2026-09-21T17:15:06.477210Z,2026-09-21T17:15:08.102982Z,1790010906.477210,1790010908.102982,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_SCAN_03
25,6,E1_TEST_BRUTE_01,2026-09-21T17:15:08.606481Z,2026-09-21T17:15:19.871980Z,1790010908.606481,1790010919.871980,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_BRUTE_01
25,7,E1_TEST_BRUTE_02,2026-09-21T17:15:20.373302Z,2026-09-21T17:15:31.517856Z,1790010920.373302,1790010931.517856,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_BRUTE_02
25,8,E1_TEST_BRUTE_03,2026-09-21T17:15:32.020053Z,2026-09-21T17:15:43.214873Z,1790010932.020053,1790010943.214873,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_BRUTE_03
25,9,E1_TEST_DOS_01,2026-09-21T17:15:43.716074Z,2026-09-21T17:16:20.897413Z,1790010943.716074,1790010980.897413,2659023,2659023,0,0,1,37.09,8640,65537,HYBRID_CORRELATED,1,25.386436,E7:025:E1_TEST_DOS_01
25,10,E1_TEST_DOS_02,2026-09-21T17:16:27.158165Z,2026-09-21T17:17:04.147924Z,1790010987.158165,1790011024.147924,2648088,2648088,0,0,1,36.89,60710,65537,HYBRID_CORRELATED,1,0.0,E7:025:E1_TEST_DOS_02
25,11,E1_TEST_DOS_03,2026-09-21T17:17:30.386446Z,2026-09-21T17:18:07.275613Z,1790011050.386446,1790011087.275613,2600786,2600786,0,0,1,36.8,95806,65537,HYBRID_CORRELATED,1,0.0,E7:025:E1_TEST_DOS_03
25,12,E1_TEST_EXPLOIT_01,2026-09-21T17:18:32.081299Z,2026-09-21T17:18:46.168972Z,1790011112.081299,1790011126.168972,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_EXPLOIT_01
25,13,E1_TEST_EXPLOIT_02,2026-09-21T17:18:46.748574Z,2026-09-21T17:18:56.301010Z,1790011126.748574,1790011136.301010,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_EXPLOIT_02
25,14,E1_TEST_EXPLOIT_03,2026-09-21T17:18:56.871845Z,2026-09-21T17:31:10.650864Z,1790011136.871845,1790011870.650864,71525,71523,2,0,1,733.71,0,21,RF_ONLY_REVIEW,0,,E7:025:E1_TEST_EXPLOIT_03
26,0,E1_TEST_NORMAL_01,2026-09-21T17:31:11.609597Z,2026-09-21T17:31:41.325999Z,1790011871.609597,1790011901.325999,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_NORMAL_01
26,1,E1_TEST_NORMAL_02,2026-09-21T17:31:41.827906Z,2026-09-21T17:32:11.586817Z,1790011901.827906,1790011931.586817,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_NORMAL_02
26,2,E1_TEST_NORMAL_03,2026-09-21T17:32:12.088790Z,2026-09-21T17:32:42.081960Z,1790011932.088790,1790011962.081960,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_NORMAL_03
26,3,E1_TEST_SCAN_01,2026-09-21T17:32:42.583829Z,2026-09-21T17:32:43.285242Z,1790011962.583829,1790011963.285242,1729,1729,0,0,1,0.625137,0,845,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_SCAN_01
26,4,E1_TEST_SCAN_02,2026-09-21T17:32:43.788475Z,2026-09-21T17:32:44.402952Z,1790011963.788475,1790011964.402952,1715,1715,0,0,1,0.558969,0,837,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_SCAN_02
26,5,E1_TEST_SCAN_03,2026-09-21T17:32:44.908405Z,2026-09-21T17:32:46.540914Z,1790011964.908405,1790011966.540914,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_SCAN_03
26,6,E1_TEST_BRUTE_01,2026-09-21T17:32:47.044258Z,2026-09-21T17:32:58.311855Z,1790011967.044258,1790011978.311855,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_BRUTE_01
26,7,E1_TEST_BRUTE_02,2026-09-21T17:32:58.813344Z,2026-09-21T17:33:09.966825Z,1790011978.813344,1790011989.966825,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_BRUTE_02
26,8,E1_TEST_BRUTE_03,2026-09-21T17:33:10.468072Z,2026-09-21T17:33:21.668075Z,1790011990.468072,1790012001.668075,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_BRUTE_03
26,9,E1_TEST_DOS_01,2026-09-21T17:33:22.169269Z,2026-09-21T17:33:59.184176Z,1790012002.169269,1790012039.184176,2659023,2659023,0,0,1,36.93,8640,65537,HYBRID_CORRELATED,1,25.33616,E7:026:E1_TEST_DOS_01
26,10,E1_TEST_DOS_02,2026-09-21T17:34:05.380518Z,2026-09-21T17:34:42.392539Z,1790012045.380518,1790012082.392539,2648088,2648088,0,0,1,36.94,60710,65537,HYBRID_CORRELATED,1,1e-06,E7:026:E1_TEST_DOS_02
26,11,E1_TEST_DOS_03,2026-09-21T17:34:59.806799Z,2026-09-21T17:35:36.623870Z,1790012099.806799,1790012136.623870,2600786,2600786,0,0,1,36.74,95806,65537,HYBRID_CORRELATED,1,1e-06,E7:026:E1_TEST_DOS_03
26,12,E1_TEST_EXPLOIT_01,2026-09-21T17:36:01.672391Z,2026-09-21T17:36:15.789045Z,1790012161.672391,1790012175.789045,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_EXPLOIT_01
26,13,E1_TEST_EXPLOIT_02,2026-09-21T17:36:16.372120Z,2026-09-21T17:36:25.930987Z,1790012176.372120,1790012185.930987,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_EXPLOIT_02
26,14,E1_TEST_EXPLOIT_03,2026-09-21T17:36:26.502481Z,2026-09-21T17:48:40.296808Z,1790012186.502481,1790012920.296808,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:026:E1_TEST_EXPLOIT_03
27,0,E1_TEST_NORMAL_01,2026-09-21T17:48:41.247535Z,2026-09-21T17:49:10.961952Z,1790012921.247535,1790012950.961952,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_NORMAL_01
27,1,E1_TEST_NORMAL_02,2026-09-21T17:49:11.464761Z,2026-09-21T17:49:41.237928Z,1790012951.464761,1790012981.237928,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_NORMAL_02
27,2,E1_TEST_NORMAL_03,2026-09-21T17:49:41.741035Z,2026-09-21T17:50:11.755908Z,1790012981.741035,1790013011.755908,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_NORMAL_03
27,3,E1_TEST_SCAN_01,2026-09-21T17:50:12.257781Z,2026-09-21T17:50:12.970889Z,1790013012.257781,1790013012.970889,1729,1729,0,0,1,0.624395,0,845,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_SCAN_01
27,4,E1_TEST_SCAN_02,2026-09-21T17:50:13.475003Z,2026-09-21T17:50:14.097899Z,1790013013.475003,1790013014.097899,1715,1715,0,0,1,0.558644,0,837,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_SCAN_02
27,5,E1_TEST_SCAN_03,2026-09-21T17:50:14.601134Z,2026-09-21T17:50:16.248852Z,1790013014.601134,1790013016.248852,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_SCAN_03
27,6,E1_TEST_BRUTE_01,2026-09-21T17:50:16.753493Z,2026-09-21T17:50:28.048894Z,1790013016.753493,1790013028.048894,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_BRUTE_01
27,7,E1_TEST_BRUTE_02,2026-09-21T17:50:28.550962Z,2026-09-21T17:50:39.716931Z,1790013028.550962,1790013039.716931,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_BRUTE_02
27,8,E1_TEST_BRUTE_03,2026-09-21T17:50:40.219154Z,2026-09-21T17:50:51.405840Z,1790013040.219154,1790013051.405840,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_BRUTE_03
27,9,E1_TEST_DOS_01,2026-09-21T17:50:51.907075Z,2026-09-21T17:51:28.913675Z,1790013051.907075,1790013088.913675,2659023,2659023,0,0,1,36.9,8640,65537,HYBRID_CORRELATED,1,25.334674,E7:027:E1_TEST_DOS_01
27,10,E1_TEST_DOS_02,2026-09-21T17:51:35.125403Z,2026-09-21T17:52:11.994761Z,1790013095.125403,1790013131.994761,2648088,2648088,0,0,1,36.78,60710,65537,HYBRID_CORRELATED,1,0.0,E7:027:E1_TEST_DOS_02
27,11,E1_TEST_DOS_03,2026-09-21T17:52:29.404228Z,2026-09-21T17:53:06.211846Z,1790013149.404228,1790013186.211846,2600786,2600786,0,0,1,36.72,94902,65537,HYBRID_CORRELATED,1,0.0,E7:027:E1_TEST_DOS_03
27,12,E1_TEST_EXPLOIT_01,2026-09-21T17:53:30.911988Z,2026-09-21T17:53:45.029085Z,1790013210.911988,1790013225.029085,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_EXPLOIT_01
27,13,E1_TEST_EXPLOIT_02,2026-09-21T17:53:45.611079Z,2026-09-21T17:53:55.151989Z,1790013225.611079,1790013235.151989,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_EXPLOIT_02
27,14,E1_TEST_EXPLOIT_03,2026-09-21T17:53:55.724705Z,2026-09-21T18:06:09.487903Z,1790013235.724705,1790013969.487903,71525,71523,2,0,1,733.71,0,21,RF_ONLY_REVIEW,0,,E7:027:E1_TEST_EXPLOIT_03
28,0,E1_TEST_NORMAL_01,2026-09-21T18:06:10.436718Z,2026-09-21T18:06:40.131903Z,1790013970.436718,1790014000.131903,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_NORMAL_01
28,1,E1_TEST_NORMAL_02,2026-09-21T18:06:40.633697Z,2026-09-21T18:07:10.382050Z,1790014000.633697,1790014030.382050,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_NORMAL_02
28,2,E1_TEST_NORMAL_03,2026-09-21T18:07:10.885188Z,2026-09-21T18:07:40.897881Z,1790014030.885188,1790014060.897881,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_NORMAL_03
28,3,E1_TEST_SCAN_01,2026-09-21T18:07:41.399762Z,2026-09-21T18:07:42.107219Z,1790014061.399762,1790014062.107219,1729,1729,0,0,1,0.624703,0,845,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_SCAN_01
28,4,E1_TEST_SCAN_02,2026-09-21T18:07:42.610508Z,2026-09-21T18:07:43.260897Z,1790014062.610508,1790014063.260897,1715,1715,0,0,1,0.559172,0,837,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_SCAN_02
28,5,E1_TEST_SCAN_03,2026-09-21T18:07:43.764132Z,2026-09-21T18:07:45.409967Z,1790014063.764132,1790014065.409967,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_SCAN_03
28,6,E1_TEST_BRUTE_01,2026-09-21T18:07:45.913315Z,2026-09-21T18:07:57.216841Z,1790014065.913315,1790014077.216841,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_BRUTE_01
28,7,E1_TEST_BRUTE_02,2026-09-21T18:07:57.719016Z,2026-09-21T18:08:08.886817Z,1790014077.719016,1790014088.886817,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_BRUTE_02
28,8,E1_TEST_BRUTE_03,2026-09-21T18:08:09.388050Z,2026-09-21T18:08:20.561899Z,1790014089.388050,1790014100.561899,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_BRUTE_03
28,9,E1_TEST_DOS_01,2026-09-21T18:08:21.064045Z,2026-09-21T18:08:58.189698Z,1790014101.064045,1790014138.189698,2659023,2659023,0,0,1,37.04,8640,65537,HYBRID_CORRELATED,1,25.386478,E7:028:E1_TEST_DOS_01
28,10,E1_TEST_DOS_02,2026-09-21T18:09:04.471196Z,2026-09-21T18:09:41.449834Z,1790014144.471196,1790014181.449834,2648088,2648088,0,0,1,36.88,60710,65537,HYBRID_CORRELATED,1,0.0,E7:028:E1_TEST_DOS_02
28,11,E1_TEST_DOS_03,2026-09-21T18:09:58.905044Z,2026-09-21T18:10:35.778085Z,1790014198.905044,1790014235.778085,2600786,2600786,0,0,1,36.79,95986,65537,HYBRID_CORRELATED,1,0.0,E7:028:E1_TEST_DOS_03
28,12,E1_TEST_EXPLOIT_01,2026-09-21T18:11:00.781451Z,2026-09-21T18:11:14.896403Z,1790014260.781451,1790014274.896403,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_EXPLOIT_01
28,13,E1_TEST_EXPLOIT_02,2026-09-21T18:11:15.488820Z,2026-09-21T18:11:25.033958Z,1790014275.488820,1790014285.033958,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_EXPLOIT_02
28,14,E1_TEST_EXPLOIT_03,2026-09-21T18:11:25.605138Z,2026-09-21T18:23:39.393102Z,1790014285.605138,1790015019.393102,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:028:E1_TEST_EXPLOIT_03
29,0,E1_TEST_NORMAL_01,2026-09-21T18:23:40.349361Z,2026-09-21T18:24:10.051893Z,1790015020.349361,1790015050.051893,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_NORMAL_01
29,1,E1_TEST_NORMAL_02,2026-09-21T18:24:10.555008Z,2026-09-21T18:24:40.323879Z,1790015050.555008,1790015080.323879,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_NORMAL_02
29,2,E1_TEST_NORMAL_03,2026-09-21T18:24:40.825660Z,2026-09-21T18:25:10.833858Z,1790015080.825660,1790015110.833858,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_NORMAL_03
29,3,E1_TEST_SCAN_01,2026-09-21T18:25:11.336596Z,2026-09-21T18:25:12.037947Z,1790015111.336596,1790015112.037947,1729,1729,0,0,1,0.624757,0,845,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_SCAN_01
29,4,E1_TEST_SCAN_02,2026-09-21T18:25:12.541171Z,2026-09-21T18:25:13.145961Z,1790015112.541171,1790015113.145961,1715,1715,0,0,1,0.55875,0,837,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_SCAN_02
29,5,E1_TEST_SCAN_03,2026-09-21T18:25:13.649244Z,2026-09-21T18:25:15.288927Z,1790015113.649244,1790015115.288927,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_SCAN_03
29,6,E1_TEST_BRUTE_01,2026-09-21T18:25:15.794989Z,2026-09-21T18:25:27.093909Z,1790015115.794989,1790015127.093909,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_BRUTE_01
29,7,E1_TEST_BRUTE_02,2026-09-21T18:25:27.596077Z,2026-09-21T18:25:38.719913Z,1790015127.596077,1790015138.719913,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_BRUTE_02
29,8,E1_TEST_BRUTE_03,2026-09-21T18:25:39.222010Z,2026-09-21T18:25:50.410849Z,1790015139.222010,1790015150.410849,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_BRUTE_03
29,9,E1_TEST_DOS_01,2026-09-21T18:25:50.912122Z,2026-09-21T18:26:28.051449Z,1790015150.912122,1790015188.051449,2659023,2659023,0,0,1,37.05,8640,65537,HYBRID_CORRELATED,1,25.442302,E7:029:E1_TEST_DOS_01
29,10,E1_TEST_DOS_02,2026-09-21T18:26:34.289356Z,2026-09-21T18:27:11.319807Z,1790015194.289356,1790015231.319807,2648088,2648088,0,0,1,36.94,60710,65537,HYBRID_CORRELATED,1,1e-06,E7:029:E1_TEST_DOS_02
29,11,E1_TEST_DOS_03,2026-09-21T18:27:28.747793Z,2026-09-21T18:28:05.566667Z,1790015248.747793,1790015285.566667,2600786,2600786,0,0,1,36.75,95806,65537,HYBRID_CORRELATED,1,0.0,E7:029:E1_TEST_DOS_03
29,12,E1_TEST_EXPLOIT_01,2026-09-21T18:28:30.438844Z,2026-09-21T18:28:44.528999Z,1790015310.438844,1790015324.528999,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_EXPLOIT_01
29,13,E1_TEST_EXPLOIT_02,2026-09-21T18:28:45.108957Z,2026-09-21T18:28:54.655930Z,1790015325.108957,1790015334.655930,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_EXPLOIT_02
29,14,E1_TEST_EXPLOIT_03,2026-09-21T18:28:55.230119Z,2026-09-21T18:41:09.028893Z,1790015335.230119,1790016069.028893,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:029:E1_TEST_EXPLOIT_03
30,0,E1_TEST_NORMAL_01,2026-09-21T18:41:09.984909Z,2026-09-21T18:41:39.672846Z,1790016069.984909,1790016099.672846,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_NORMAL_01
30,1,E1_TEST_NORMAL_02,2026-09-21T18:41:40.174583Z,2026-09-21T18:42:09.928921Z,1790016100.174583,1790016129.928921,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_NORMAL_02
30,2,E1_TEST_NORMAL_03,2026-09-21T18:42:10.430727Z,2026-09-21T18:42:40.449895Z,1790016130.430727,1790016160.449895,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_NORMAL_03
30,3,E1_TEST_SCAN_01,2026-09-21T18:42:40.951984Z,2026-09-21T18:42:41.663154Z,1790016160.951984,1790016161.663154,1729,1729,0,0,1,0.624695,0,845,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_SCAN_01
30,4,E1_TEST_SCAN_02,2026-09-21T18:42:42.166417Z,2026-09-21T18:42:42.800908Z,1790016162.166417,1790016162.800908,1715,1715,0,0,1,0.558733,0,837,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_SCAN_02
30,5,E1_TEST_SCAN_03,2026-09-21T18:42:43.306810Z,2026-09-21T18:42:44.915923Z,1790016163.306810,1790016164.915923,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_SCAN_03
30,6,E1_TEST_BRUTE_01,2026-09-21T18:42:45.422065Z,2026-09-21T18:42:56.709840Z,1790016165.422065,1790016176.709840,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_BRUTE_01
30,7,E1_TEST_BRUTE_02,2026-09-21T18:42:57.210985Z,2026-09-21T18:43:08.349946Z,1790016177.210985,1790016188.349946,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_BRUTE_02
30,8,E1_TEST_BRUTE_03,2026-09-21T18:43:08.851197Z,2026-09-21T18:43:20.038893Z,1790016188.851197,1790016200.038893,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_BRUTE_03
30,9,E1_TEST_DOS_01,2026-09-21T18:43:20.541114Z,2026-09-21T18:43:57.612989Z,1790016200.541114,1790016237.612989,2659023,2659023,0,0,1,36.98,8640,65537,HYBRID_CORRELATED,1,25.383228,E7:030:E1_TEST_DOS_01
30,10,E1_TEST_DOS_02,2026-09-21T18:44:03.793284Z,2026-09-21T18:44:40.755661Z,1790016243.793284,1790016280.755661,2648088,2648088,0,0,1,36.88,60710,65537,HYBRID_CORRELATED,1,0.0,E7:030:E1_TEST_DOS_02
30,11,E1_TEST_DOS_03,2026-09-21T18:44:58.200733Z,2026-09-21T18:45:35.049662Z,1790016298.200733,1790016335.049662,2600786,2600786,0,0,1,36.77,95806,65537,HYBRID_CORRELATED,1,0.0,E7:030:E1_TEST_DOS_03
30,12,E1_TEST_EXPLOIT_01,2026-09-21T18:45:59.944395Z,2026-09-21T18:46:14.048990Z,1790016359.944395,1790016374.048990,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_EXPLOIT_01
30,13,E1_TEST_EXPLOIT_02,2026-09-21T18:46:14.630456Z,2026-09-21T18:46:24.177121Z,1790016374.630456,1790016384.177121,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_EXPLOIT_02
30,14,E1_TEST_EXPLOIT_03,2026-09-21T18:46:24.747086Z,2026-09-21T18:58:38.514842Z,1790016384.747086,1790017118.514842,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:030:E1_TEST_EXPLOIT_03
31,0,E1_TEST_NORMAL_01,2026-09-21T18:58:39.467118Z,2026-09-21T18:59:09.180956Z,1790017119.467118,1790017149.180956,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_NORMAL_01
31,1,E1_TEST_NORMAL_02,2026-09-21T18:59:09.682679Z,2026-09-21T18:59:39.449924Z,1790017149.682679,1790017179.449924,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_NORMAL_02
31,2,E1_TEST_NORMAL_03,2026-09-21T18:59:39.952848Z,2026-09-21T19:00:09.962864Z,1790017179.952848,1790017209.962864,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_NORMAL_03
31,3,E1_TEST_SCAN_01,2026-09-21T19:00:10.464721Z,2026-09-21T19:00:11.182942Z,1790017210.464721,1790017211.182942,1729,1729,0,0,1,0.624556,0,845,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_SCAN_01
31,4,E1_TEST_SCAN_02,2026-09-21T19:00:11.686846Z,2026-09-21T19:00:12.332912Z,1790017211.686846,1790017212.332912,1715,1715,0,0,1,0.558697,0,837,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_SCAN_02
31,5,E1_TEST_SCAN_03,2026-09-21T19:00:12.836141Z,2026-09-21T19:00:14.458912Z,1790017212.836141,1790017214.458912,1760,1760,0,0,1,1.55,0,861,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_SCAN_03
31,6,E1_TEST_BRUTE_01,2026-09-21T19:00:14.962312Z,2026-09-21T19:00:26.258857Z,1790017214.962312,1790017226.258857,207,207,0,0,1,11.2,0,6,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_BRUTE_01
31,7,E1_TEST_BRUTE_02,2026-09-21T19:00:26.760068Z,2026-09-21T19:00:37.913858Z,1790017226.760068,1790017237.913858,216,216,0,0,1,11.06,0,6,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_BRUTE_02
31,8,E1_TEST_BRUTE_03,2026-09-21T19:00:38.415128Z,2026-09-21T19:00:49.583855Z,1790017238.415128,1790017249.583855,214,214,0,0,1,11.1,0,6,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_BRUTE_03
31,9,E1_TEST_DOS_01,2026-09-21T19:00:50.085059Z,2026-09-21T19:01:26.950697Z,1790017250.085059,1790017286.950697,2659023,2659023,0,0,1,36.79,8640,65537,HYBRID_CORRELATED,1,25.182247,E7:031:E1_TEST_DOS_01
31,10,E1_TEST_DOS_02,2026-09-21T19:01:33.158562Z,2026-09-21T19:02:10.182525Z,1790017293.158562,1790017330.182525,2648088,2648088,0,0,1,36.93,60710,65537,HYBRID_CORRELATED,1,0.0,E7:031:E1_TEST_DOS_02
31,11,E1_TEST_DOS_03,2026-09-21T19:02:27.726863Z,2026-09-21T19:03:04.611982Z,1790017347.726863,1790017384.611982,2600786,2600786,0,0,1,36.77,94752,65537,HYBRID_CORRELATED,1,0.0,E7:031:E1_TEST_DOS_03
31,12,E1_TEST_EXPLOIT_01,2026-09-21T19:03:29.178914Z,2026-09-21T19:03:43.290057Z,1790017409.178914,1790017423.290057,23669,23666,3,0,1,14.02,0,2318,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_EXPLOIT_01
31,13,E1_TEST_EXPLOIT_02,2026-09-21T19:03:43.874528Z,2026-09-21T19:03:53.418947Z,1790017423.874528,1790017433.418947,20747,20747,0,0,1,9.46,0,2072,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_EXPLOIT_02
31,14,E1_TEST_EXPLOIT_03,2026-09-21T19:03:53.988343Z,2026-09-21T19:16:07.797105Z,1790017433.988343,1790018167.797105,71525,71523,2,0,1,733.7,0,21,RF_ONLY_REVIEW,0,,E7:031:E1_TEST_EXPLOIT_03
32,0,E1_TEST_NORMAL_01,2026-09-21T19:16:08.746224Z,2026-09-21T19:16:38.459889Z,1790018168.746224,1790018198.459889,333,333,0,0,1,29.62,0,31,RF_ONLY_REVIEW,0,,E7:032:E1_TEST_NORMAL_01
32,1,E1_TEST_NORMAL_02,2026-09-21T19:16:38.962977Z,2026-09-21T19:17:08.738928Z,1790018198.962977,1790018228.738928,333,333,0,0,1,29.68,0,31,RF_ONLY_REVIEW,0,,E7:032:E1_TEST_NORMAL_02
32,2,E1_TEST_NORMAL_03,2026-09-21T19:17:09.240664Z,2026-09-21T19:17:39.246980Z,1790018229.240664,1790018259.246980,336,336,0,0,1,29.93,0,31,RF_ONLY_REVIEW,0,,E7:032:E1_TEST_NORMAL_03
32,3,E1_TEST_SCAN_01,2026-09-21T19:17:39.748749Z,2026-09-21T19:17:40.441949Z,1790018259.748749,1790018260.441949,1729,1729,0,0,1,0.624546,0,845,RF_ONLY_REVIEW,0,,E7:032:E1_TEST_SCAN_01
32,4,E1_TEST_SCAN_02,2026-09-21T19:17:40.945166Z,2026-09-21T19:17:41.560905Z,1790018260.945166,1790018261.560905,1715,1715,0,0,1,0.55867,0,837,RF_ONLY_REVIEW,0,,E7:032:E1_TEST_SCAN_02
