run_id,incident_es_id,analysis_mode,route,reason,t_route_epoch,duration_ms,http_attempts,outcome,error_type
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_1b944f09333d7d6ef9ad5f22,LOW_MONITOR,STATIC_RAG,STATIC_RAG_POLICY_LOW_MONITOR,1790136891.378612,3.967,0,STATIC_COMPLETED,
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_47e79d83d94739b0cb5976ad,LOW_MONITOR,STATIC_RAG,STATIC_RAG_POLICY_LOW_MONITOR,1790136893.887817,3.788,0,STATIC_COMPLETED,
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_a1594cf30ee449036038427e,LOW_MONITOR,STATIC_RAG,STATIC_RAG_POLICY_LOW_MONITOR,1790136920.424315,1.674,0,STATIC_COMPLETED,
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_8a3a5b7995176107ef9ad150,LOW_MONITOR,STATIC_RAG,STATIC_RAG_POLICY_LOW_MONITOR,1790136948.701108,6.145,0,STATIC_COMPLETED,
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_c0c55fce83eae68e86b04715,LOW_MONITOR,STATIC_RAG,STATIC_RAG_POLICY_LOW_MONITOR,1790136952.220244,5.175,0,STATIC_COMPLETED,
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_a1594cf30ee449036038427e,MEDIUM_PRE,LLM_RESERVED,MEDIUM_MULTIFLOW_INCIDENT,1790136920.426079,69167.808,1,RETURNED,
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_8a3a5b7995176107ef9ad150,MEDIUM_PRE,LLM_RESERVED,MEDIUM_MULTIFLOW_INCIDENT,1790136948.707709,93595.948,1,RETURNED,
laptop_0p5_20260923T041407Z,e6_laptop_0p5_20260923T041407Z_INC_c0c55fce83eae68e86b04715,MEDIUM_PRE,LLM_RESERVED,MEDIUM_MULTIFLOW_INCIDENT,1790136952.225625,156646.776,1,RETURNED,
